Website,Category,Rank,Size,Business model,Login,Advertising,Safe,Unsafe,Primary,Secondary,Total,UnsafePrimary,UnsafeSecondary,UnsafeTotal,UnsafePrimaryNetChange,UnsafePrimaryAdd,UnsafePrimaryDrop,UnsafeSecondaryNetChange,UnsafeSecondaryAdd,UnsafeSecondaryDrop,UnsafeTotalNetChange,UnsafeTotalAdd,UnsafeTotalDrop,RespectDummy,Respect,AbuseObfuscate,AbuseDoNotObfuscate,ObfuscateLevel,TotalRespect,TotalDoNotObfuscate,TotalObfuscateLevel,AbuseDummy,ObfuscateDummy,Abuse,Obfuscate,SecondaryAbuseDummy,SecondaryObfuscateDummy,SecondaryAbuse,SecondaryObfuscate,TotalAbuseDummy,TotalObfuscateDummy,TotalAbuse,TotalObfuscate
Fitnessmagazine.com,1,93,1345826,subscription and advertising,1,1,38,67,22,83,105,18,49,67,-4,0,4,-5,5,10,-9,5,14,1,4,0,0,0,14,5,0,0,0,0,4,0,1,5,15,0,0,0,19
Cancer.net,1,94,448304,information,0,0,6,9,5,10,15,3,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Massageenvy.com,1,95,705672,information,1,0,9,32,8,33,41,6,26,32,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Bournemouth.ac.uk,1,96,222297,information,0,0,7,14,9,12,21,7,7,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aad.org,1,97,904759,donation,1,0,2,6,6,2,8,4,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Naturallycurly.com,1,99,618315,subscription and advertising,1,1,17,24,25,16,41,16,8,24,0,0,0,-3,0,3,-3,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Alz.org,1,101,827151,donation,0,0,4,11,10,5,15,7,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acefitness.org,1,102,391247,subscription,1,0,9,19,15,13,28,9,10,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Diabetes.org,1,104,591017,subscription and donation,1,0,23,35,20,38,58,9,26,35,0,0,0,-4,0,4,-4,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4
Nyp.org,1,105,389889,information,0,0,8,14,10,12,22,6,8,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Musc.edu,1,113,292076,information,0,0,1,2,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Redcrossblood.org,1,116,934981,information,1,0,4,19,8,15,23,6,13,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Goodtherapy.org,1,117,758041,information,1,0,5,13,15,3,18,11,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bounty.com,1,118,150793,advertising and shopping,1,1,48,54,13,89,102,11,43,54,0,0,0,8,17,9,8,17,9,1,0,0,0,0,0,0,26,0,0,0,0,1,1,17,26,1,1,8,26
Fairview.org,1,121,353209,information,1,0,2,7,7,2,9,6,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Neurology.org,1,123,201057,subscription and advertising,1,1,7,10,11,6,17,6,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ada.org,1,124,597739,subscription,1,0,4,10,7,7,14,6,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nami.org,1,128,552908,donation,1,0,12,13,11,14,25,7,6,13,0,0,0,-5,0,5,-5,0,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5
Adaa.org,1,129,442870,subscription and advertising,1,1,4,9,8,5,13,6,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Healthyplace.com,1,130,725437,advertising,1,1,5,4,5,4,9,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Epic.com,1,131,513512,information,0,0,2,3,2,3,5,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peacecorps.gov,1,133,414342,donation,0,0,4,7,6,5,11,4,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Totalbeauty.com,1,134,481822,advertising,0,1,19,24,19,24,43,11,13,24,1,1,0,5,5,0,6,6,0,0,0,0,1,1,0,6,5,1,0,1,1,1,0,5,5,1,0,6,6
Kidney.org,1,135,385813,donation,0,0,7,7,11,3,14,5,2,7,-1,0,1,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ashp.org,1,136,186114,information,1,0,9,19,8,28,36,7,12,19,-1,0,1,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Nasm.org,1,137,294794,shopping,1,0,16,30,17,29,46,9,21,30,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,4,0,0,0,0,0,1,2,4,0,1,0,4
Unfpa.org,1,138,51622,donation,0,0,4,11,7,8,15,6,5,11,0,0,0,-4,0,4,-4,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4
Unmc.edu,1,140,249963,information,0,0,3,4,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acponline.org,1,143,423851,shopping,1,0,1,15,15,1,16,14,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hairlosstalk.com,1,144,392698,subscription and advertising,1,1,3,6,6,3,9,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ahrq.gov,1,145,510795,information,0,0,3,11,7,7,14,6,5,11,0,0,0,-1,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sleepfoundation.org,1,146,393964,information,0,0,9,9,9,9,18,6,3,9,-1,0,1,2,2,0,1,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,2,2,1,1,1,3
Acog.org,1,147,425209,donation,1,0,5,19,15,9,24,12,7,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Utmb.edu,1,148,224152,information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mind.org.uk,1,149,446712,donation,0,0,4,9,10,3,13,8,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Montgomerycountymd.gov,1,151,548833,information,0,0,5,7,5,7,12,4,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anxietycentre.com,1,153,260831,information,1,0,2,9,7,4,11,7,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mentalhealthamerica.net,1,155,472757,donation,1,0,7,14,13,8,21,8,6,14,-1,0,1,-1,0,1,-2,0,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2
Allnurses.com,1,156,1569676,advertising,1,1,32,34,10,56,66,7,27,34,4,4,0,21,26,5,25,30,5,0,0,0,4,4,0,0,31,1,0,4,4,1,1,26,31,1,1,25,35
Endocrineweb.com,1,161,403473,advertising,1,1,29,25,13,41,54,8,17,25,3,3,0,8,13,5,11,16,5,0,0,0,3,3,0,0,18,1,0,3,3,1,1,13,18,1,1,11,21
Acc.org,1,162,399398,subscription,1,0,6,13,10,9,19,5,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sciencebasedmedicine.org,1,167,300228,donation,1,0,3,7,7,3,10,5,2,7,-1,0,1,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Score.org,1,168,391247,donation,1,0,7,16,10,23,33,7,9,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rarediseases.org,1,169,282567,donation,0,0,2,7,6,3,9,4,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Midwestern.edu,1,170,300228,information,0,0,2,3,4,1,5,2,1,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
Vin.com,1,172,161661,information,1,0,1,4,2,4,6,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wakehealth.edu,1,174,213284,donation,0,0,10,12,16,6,22,8,4,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bannerhealth.com,1,175,403473,information,1,0,11,16,10,17,27,4,12,16,0,0,0,2,3,1,2,3,1,1,0,0,0,0,0,0,4,0,0,0,0,1,1,3,4,1,1,2,4
Dermnetnz.org,1,176,419775,advertising,0,1,30,22,12,40,52,7,15,22,1,1,0,6,10,4,7,11,4,0,0,0,1,1,0,0,14,1,0,1,1,1,1,10,14,1,1,7,15
Childrenshospital.org,1,179,354568,donation,1,0,6,10,8,8,16,6,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cincinnatichildrens.org,1,180,241812,donation,0,0,3,15,12,6,18,10,5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cpsc.gov,1,181,436078,information,0,0,1,5,4,3,7,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dogfoodadvisor.com,1,183,855031,sponsoring,1,0,7,12,15,4,19,9,3,12,-1,0,1,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kevinmd.com,1,185,472267,advertising,0,1,50,53,21,82,103,16,37,53,0,0,0,-5,10,15,-5,10,15,1,0,0,0,0,15,10,0,0,0,0,0,0,1,10,25,0,0,0,25
Avma.org,1,186,316530,information,1,0,0,6,4,2,6,4,2,6,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Davita.com,1,187,361360,information,1,0,13,23,9,27,36,7,16,23,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Downstate.edu,1,188,206491,information,0,0,2,2,3,1,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Goldsgym.com,1,189,502644,information,0,0,12,21,12,21,33,9,12,21,-1,0,1,-1,1,2,-2,1,3,1,1,0,0,0,3,1,0,0,0,0,1,0,1,1,3,0,0,0,4
Dexcom.com,1,190,259473,shopping,0,0,6,31,11,26,37,10,21,31,-1,0,1,2,7,5,1,7,6,1,1,0,0,0,0,0,12,0,0,0,1,1,1,7,12,1,1,1,13
Epilepsy.com,1,192,370870,donation,1,0,2,13,13,2,15,11,2,13,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
Annals.org,1,194,263548,subscription and advertising,1,1,4,12,9,7,16,6,6,12,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Seattlechildrens.org,1,196,347775,donation,0,0,5,10,9,6,15,6,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chemocare.com,1,197,144000,information,0,0,3,5,3,5,8,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ucsfhealth.org,1,200,381737,information,0,0,4,8,9,3,12,7,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apta.org,1,202,411625,subscription and advertising,1,1,7,18,12,13,25,11,7,18,-1,0,1,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Montefiore.org,1,204,252680,donation,0,0,4,11,9,6,15,6,5,11,0,0,0,-1,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Westernu.edu,1,205,239095,information,0,0,4,2,4,2,6,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Allinahealth.org,1,206,366794,donation,1,0,6,11,8,9,17,4,7,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Osteopathic.org,1,207,355926,subscription,1,0,5,15,5,15,20,5,10,15,-2,0,2,0,0,0,-2,0,2,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Rch.org.au,1,208,99170,information,0,0,0,6,2,4,6,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Menshealth.co.uk,1,210,604531,advertising,0,1,7,6,7,6,13,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Advocatehealth.com,1,211,336907,information,1,0,8,10,9,9,18,5,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ouhsc.edu,1,212,115472,information,0,0,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aplaceformom.com,1,213,429285,information,0,0,4,7,10,1,11,6,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Consumerlab.com,1,214,373587,subscription,1,0,4,11,6,9,15,5,6,11,1,1,0,1,1,0,2,2,0,0,0,0,1,1,0,2,1,1,0,1,1,1,0,1,1,1,0,2,2
Mindful.org,1,220,244530,subscription and donation,1,0,6,10,7,9,16,5,5,10,-1,0,1,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Diabetesdaily.com,1,222,316530,advertising,1,1,13,27,10,30,40,8,19,27,1,1,0,4,5,1,5,6,1,0,0,0,1,1,0,0,6,1,0,1,1,1,1,5,6,1,1,5,7
Texaschildrens.org,1,227,177963,subscription and donation,1,0,12,16,10,18,28,6,10,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acr.org,1,228,187472,subscription and donation,1,0,5,9,6,8,14,5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hss.edu,1,229,290718,information,0,0,6,14,6,14,20,3,11,14,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Cedars-sinai.edu,1,232,236378,donation,1,0,12,14,11,15,26,7,7,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Atkins.com,1,234,323322,shopping,1,0,16,35,13,38,51,11,24,35,0,0,0,-4,1,5,-4,1,5,1,0,0,0,0,5,1,0,0,0,0,0,0,1,1,6,0,0,0,6
Facs.org,1,235,290718,donation,1,0,4,9,10,3,13,8,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Plasticsurgery.org,1,236,239095,subscription,1,0,7,22,15,14,29,13,9,22,-2,0,2,0,0,0,-2,0,2,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Ihi.org,1,237,260831,information,1,0,7,17,9,15,24,9,8,17,0,0,0,-1,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Texashealth.org,1,238,243171,information,1,0,4,9,8,5,13,5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Uchospitals.edu,1,239,182038,information,1,0,9,13,10,12,22,6,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nursingworld.org,1,240,275775,information,1,0,13,27,13,27,40,11,16,27,-1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,2
Macmillan.org.uk,1,244,277343,donation,1,0,4,11,8,7,15,7,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brighamandwomens.org,1,245,278492,information,0,0,4,10,6,8,14,4,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iarc.fr,1,248,52981,information,0,0,0,2,1,1,2,1,1,2,-1,0,1,-1,0,1,-2,0,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2
Beautyheaven.com.au,1,250,114113,advertising and shopping,1,1,20,25,11,34,45,8,17,25,0,0,0,0,3,3,0,3,3,1,0,0,0,0,0,0,6,0,0,0,0,0,1,3,6,0,1,0,6
Drinkaware.co.uk,1,251,114113,information,1,0,7,14,13,8,21,8,6,14,1,1,0,1,1,0,2,2,0,0,0,0,1,1,0,2,1,1,0,1,1,1,0,1,1,1,0,2,2
Atsu.edu,1,255,153510,information,1,0,1,13,9,5,14,8,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ghs.org,1,257,123623,information,0,0,16,25,19,22,41,13,12,25,0,0,0,-3,3,6,-3,3,6,1,0,0,0,0,6,3,0,0,0,0,0,0,1,3,9,0,0,0,9
Lesmills.com,1,259,108679,shopping,1,0,4,13,10,7,17,8,5,13,1,1,0,2,2,0,3,3,0,0,0,0,1,1,0,3,2,1,0,1,1,1,0,2,2,1,0,3,3
Sentara.com,1,260,172529,information,1,0,2,12,10,4,14,8,4,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Counseling.org,1,269,172529,"subscription, donation and advertising",1,1,6,25,14,17,31,13,12,25,0,0,0,-8,0,8,-8,0,8,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,8
Chestnet.org,1,270,112755,subscription,1,0,13,26,11,28,39,9,17,26,-1,0,1,0,0,0,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Auntminnie.com,1,272,69283,advertising,1,1,0,5,2,3,5,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ohiohealth.com,1,276,214642,information,1,0,5,11,9,7,16,5,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Childrensnational.org,1,279,148076,information,0,0,7,19,11,15,26,9,10,19,0,0,0,-1,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aa.org,1,284,163019,donation,1,0,3,2,4,1,5,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pegym.com,1,286,294794,advertising,0,1,3,7,7,4,11,5,2,7,-1,1,2,-1,1,2,-2,2,4,1,1,0,0,0,4,2,0,0,0,0,3,0,1,1,3,0,0,0,6
Uhhospitals.org,1,289,224152,information,0,0,3,12,8,7,15,8,4,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nationalmssociety.org,1,290,346417,donation,1,0,3,13,11,5,16,8,5,13,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Aromaweb.com,1,291,54339,advertising,0,1,1,6,5,2,7,4,2,6,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Patientfusion.com,1,292,282567,information,1,0,2,6,7,1,8,5,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ahima.org,1,296,173887,subscription,1,0,12,24,14,22,36,11,13,24,0,0,0,-3,0,3,-3,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Bmc.org,1,297,199699,donation,0,0,4,12,7,9,16,6,6,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alzheimers.org.uk,1,305,59773,donation,0,0,6,22,8,20,28,6,16,22,1,1,0,4,4,0,5,5,0,0,0,0,1,1,0,5,4,1,0,1,1,1,0,4,4,1,0,5,5
Top10homeremedies.com,1,319,591017,subscription and advertising,1,1,15,9,7,17,24,3,6,9,0,0,0,7,9,2,7,9,2,1,0,0,0,0,0,0,11,0,0,0,0,1,1,9,11,1,1,7,11
Wrongplanet.net,1,322,105962,advertising,1,1,8,11,8,11,19,5,6,11,0,0,0,2,4,2,2,4,2,1,0,0,0,0,0,0,6,0,0,0,0,1,1,4,6,1,1,2,6
Doctorslounge.com,1,331,171171,advertising,1,1,9,10,8,11,19,4,6,10,0,0,0,2,2,0,2,2,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,2,2,1,0,2,2
Henryford.com,1,339,184755,information,0,0,13,23,12,24,36,6,17,23,0,0,0,1,2,1,1,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,2,3,1,1,1,3
Abim.org,1,347,99170,information,1,0,2,6,5,3,8,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dentalcare.com,1,348,74717,information,1,0,6,15,12,9,21,9,6,15,0,0,0,-2,0,2,-2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Emoryhealthcare.org,1,349,245888,information,0,0,4,12,8,8,16,6,6,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Novanthealth.org,1,352,145359,information,0,0,4,13,7,10,17,6,7,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aurorahealthcare.org,1,354,260831,subscription,1,0,4,11,11,4,15,8,3,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Petwave.com,1,355,224152,advertising,1,1,15,19,7,27,34,5,14,19,0,0,0,5,7,2,5,7,2,1,0,0,0,0,0,0,9,0,0,0,0,1,1,7,9,1,1,5,9
Westonaprice.org,1,358,133132,subscription and donation,1,0,2,4,4,2,6,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Childrenscolorado.org,1,359,139925,information,1,0,6,9,9,6,15,5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acaai.org,1,360,260831,information,0,0,4,14,7,11,18,4,10,14,-2,0,2,0,0,0,-2,0,2,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Floridahospital.com,1,363,221435,information,1,0,6,8,5,9,14,4,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ecommunity.com,1,365,137208,information,1,0,3,11,9,5,14,8,3,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spring.org.uk,1,366,150793,advertising,0,1,59,67,14,112,126,10,57,67,0,0,0,5,16,11,5,16,11,1,0,0,0,0,0,0,27,0,0,0,0,1,1,16,27,1,1,5,27
Stevepavlina.com,1,370,99170,subscription,1,0,2,5,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zerotothree.org,1,374,112755,information,1,0,3,11,9,5,14,6,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beaumont.edu,1,377,89660,information,0,0,7,16,12,11,23,7,9,16,0,0,0,-3,0,3,-3,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Nationaleczema.org,1,382,152151,donation,0,0,2,3,4,1,5,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marchofdimes.org,1,391,145359,donation,1,0,9,21,17,13,30,12,9,21,0,0,0,-2,1,3,-2,1,3,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,4,0,0,0,4
Landmarkworldwide.com,1,392,103245,information,1,0,7,14,10,11,21,3,11,14,0,0,0,-1,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Thehorse.com,1,396,108679,advertising,1,1,8,10,10,8,18,7,3,10,-1,0,1,2,3,1,1,3,2,1,1,0,0,0,0,0,4,0,0,0,1,1,1,3,4,1,1,1,5
Himss.org,1,401,168453,information,1,0,9,23,15,17,32,11,12,23,0,0,0,-1,0,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Virginiamason.org,1,402,149434,donation,0,0,11,22,10,23,33,7,15,22,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Firerescue1.com,1,407,165736,advertising,1,1,11,14,16,9,25,11,3,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jonbarron.org,1,411,112755,information,0,0,6,6,8,4,12,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aofas.org,1,412,144000,information,1,0,4,3,4,3,7,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
